head,relation,tail,trigger,source,score,chapter,sentence
活动机翼,affects,变体过程,影响,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,在整个变体过程中，活动机翼的攻角变化会使活动机翼的升力发生较大变化，进而影响变体过程中的飞行控制，如果攻角总改变量过于剧烈，则有可能造成变体过程的失控。
活动机翼,causes,俯仰力矩,造成,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,在变体过程中，活动机翼的阻力会对飞机造成额外的俯仰力矩，当两个活动机翼均处于最高点时，即两侧的公转角度均为90度时，该俯仰力矩最大。
活动机翼,causes,变体过程,造成,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,在整个变体过程中，活动机翼的攻角变化会使活动机翼的升力发生较大变化，进而影响变体过程中的飞行控制，如果攻角总改变量过于剧烈，则有可能造成变体过程的失控。
ACADO,combines_with,半经验方法,结合,dep,0.830,第2章大展弦比变展长变体飞行器设计规律研究,在气动模块，ACADO集成了friction、idrag等快速气动计算程序计算飞机的升力、摩擦阻力和诱导阻力，并结合一些半经验方法预测升力、各项阻力以及动导数。
副翼,controls,活动机翼,控制,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,两段副翼在向上或向下偏转的同时，还会产生一定量的差动，使活动机翼产生滚转力矩，从而控制活动机翼的姿态；
原理验证机,controls,解耦控制策略,控制,dep,0.830,第8章单-双折叠翼变体飞行器的原理验证研究,根据第6章中的研究结论，原理验证机使用了变体控制与机身控制解耦的控制策略，并构建了6+2+2控制系统。
滚转扰动力矩,depends_on,连杆,取决于,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,变体产生的滚转扰动力矩情况较为复杂，该扰动力矩主要取决于连杆的拉力，而连杆的拉力又要取决于变体过程中活动机翼的升力，如果对活动机翼的升力控制足够精准，则连杆的拉力可以控制在较小的水平。
折叠翼,drives,副翼,驱动,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,以全球鹰为原准机的单-双折叠翼变体飞行器为例，驱动其副翼偏转20度，作动器所需要的克服的铰链力矩约2000N·m。
副翼,generates,差动,产生,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,两段副翼在向上或向下偏转的同时，还会产生一定量的差动，使活动机翼产生滚转力矩，从而控制活动机翼的姿态；
副翼,generates,滚转力矩,产生,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,两段副翼在向上或向下偏转的同时，还会产生一定量的差动，使活动机翼产生滚转力矩，从而控制活动机翼的姿态；
固定机翼,generates,升力,产生,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,对于单-双折叠翼变体飞行器来说，在正常飞行时，活动机翼和固定机翼均产生升力，且二者的升力之和等于飞机的重力。
展向流动,generates,诱导阻力,产生,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,机翼的展向流动将降低飞机的升力系数，并产生诱导阻力。
巡航升力系数,generates,升力,产生,dep,0.830,第1章绪论,由于高空空气稀薄，来流动压较低，为了产生足够的升力，高空飞行器的巡航升力系数较高，而诱导阻力又近似正比于升力系数的平方，因此诱导阻力在其总阻力中占比较大。
活动机翼,generates,上下双翼式布局,形成,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,在从单翼构型到双翼构型的变体过程中，两个活动机翼首先与固定机翼解除固定，随后两个活动机翼向上向内运动，带动连杆向内旋转，直到活动机翼与机身对应的机构对接，平行地固定在活动机翼上方，形成一架上下双翼式布局的飞机。
固定机翼,has_part,双翼,组成,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,在起降状态下，固定机翼与活动机翼组成双翼式布局，此时飞机具有较小的翼展、对起降场地要求较低、并具有较好的低空低速飞行性能；
背景网格,has_part,固定机翼,包括,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,CFD计算中使用的网格为结构化的六面体网格，包括背景网格和嵌套网格两部分，其中背景网格包括机身、固定机翼、对称面和流场网格，网格量约1400万；
飞行包线,has_part,速度包线,包括,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,对于常规布局的固定翼飞行器，其飞行包线主要包括速度包线，过载包线，突风包线等。
折叠翼,implements,舰载起降,实现,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,首先考虑第一种应用方向，通过单-双折叠翼变体技术，实现大展弦比飞机的舰载起降。
上下机翼间距,improves,双翼布局,改善,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,上下机翼间距：上下机翼间距增加有助于改善飞机在双翼布局下的气动性能，但上下机翼的间距也要受到机身高度的限制。
折叠翼,improves,最大升力系数,改善,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,在双翼构型下，单-双折叠翼变体飞行器为上下式双翼，当机身高度不足时，上机翼可以采用带有一定上反角的设计，并可以改善双翼构型下飞机的最大升力系数。
最大升力系数,improves,起降性能,增强,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,提高双翼构型的最大升力系数，增强双翼构型的起降性能；
翼尖弦长,leads_to,翼展,使得,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,但对于双翼而言，当机翼带有较小的梢根比时，翼根的弦长增加，翼根截面的无量纲位置参数减小，增加了因上下机翼相互干扰而损失的升力，与此同时，翼尖的弦长减小，翼尖部分的量纲位置参数增加，减少了因上下机翼相互干扰而损失的升力，进而使得机翼的展向升力分布更接近于矩形，抵消掉了减小梢根比带来的好处。
公转角度,located_at,单翼构型,处于,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,公转角度为0时，飞机处于单翼构型，公转角度为157度时，飞机处于双翼构型。
副翼偏转,located_at,非线性区,处于,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,综上，在单-双折叠翼变体飞行器的副翼设计和飞行控制算法中，应避免副翼的偏转处于非线性区。
活动机翼,located_at,副翼偏转,处于,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,以RQ-4A为原准机的单-双折叠翼变体飞行器，若在3000m高度和400km/h速度下变体，当活动机翼处于内侧副翼偏转15度，外侧副翼偏转5度的极限偏转情形时，活动机翼的总阻力约为900N，两侧不平衡阻力产生的力矩为1150N·m，若连杆的铰链位置设置在45%弦长处，并假设活动机翼重心位于铰链处，则活动机翼产生的扭转力矩约为3200N·m，当双翼构型下，上下机翼间距取一倍平均弦长时，连杆的长度约4.5m。
活动机翼,located_at,单翼构型,处于,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,当两侧的变体极端不对称时，即一侧的活动机翼处于双翼构型，一侧的活动机翼处于单翼构型时，此不对称力矩最大。
活动机翼,located_at,双翼状态,处于,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,在该设计参数下，单侧活动机翼的最大阻力约为900N，当变体过程中发生失效，一侧的活动机翼处于单翼状态，一侧的活动机翼处于双翼状态时，变体带来的偏航扰动力矩最大，该最大偏航力矩约10000N·m。
折叠翼,manufactures,翼展,研制,dep,0.830,第1章绪论,第二部分是单-双折叠翼变体飞行器的原理验证研究，设计和研制了6m翼展的单-双折叠翼变体原理验证机，并开展了空中折叠变体试验和相关地面试验，实现了单-双折叠翼变体技术的原理验证。
折叠翼,needs,结构重量,需要,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,单-双折叠翼变体飞机相较于起飞重量、机翼面积和起降翼展相同的单翼机，其巡航展弦比大幅增加，展弦比增加后，飞机的翼根弯矩增加，同时机翼截面积降低，需要更大的结构重量来支撑其抗弯和抗扭性能，因此机翼结构重量有大幅度提升，飞机的燃油重量也相对减少。
活动机翼,needs,升力,需要,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,在实际的变体控制中，活动机翼的副翼除了需要卸载升力以外，还需要少量上偏或下偏用以控制活动机翼的公转，活动机翼两侧的副翼也还需一定程度的差动以控制活动机翼自转。
副翼偏转,provides,气动力矩,提供,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,一方面，在变体过程中，副翼偏转是否能够提供足够的气动力和气动力矩，直接关系到变体的成功与否；
单翼构型,reduces,半翼展,缩减,dep,0.830,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼构型和双翼构型下的性能对比表明，双翼构型下的原理验证机较单翼构型缩减了一半翼展，同时机翼的翼尖变形和转动惯量都大幅度减小，更有利于在复杂气象条件下的起降和机动飞行；
原理验证机,reduces,半翼展,缩减,dep,0.830,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼构型和双翼构型下的性能对比表明，双翼构型下的原理验证机较单翼构型缩减了一半翼展，同时机翼的翼尖变形和转动惯量都大幅度减小，更有利于在复杂气象条件下的起降和机动飞行；
折叠翼,reduces,翼展,缩减,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,3）在“全球鹰”无人机基础上，可以通过单-双折叠翼变体，在扩展30%巡航翼展的同时缩减30%起降翼展，并增加25%左右的航程。
端板效应,reduces,翼尖涡,抑制,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,含连杆构型的零升阻力系数相较于不包含连杆的构型有较大幅度提升，这主要是由于连杆的摩擦阻力和连杆引起的局部流动分离导致的，同时，含连杆构型的诱导阻力系数相较于不包含连杆的构型有小幅降低，推测是连杆产生的端板效应抑制了翼尖涡的发展。
连杆,satisfies,变体过程,满足,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,连杆的强度需满足变体过程中受力的需求，不发生结构破坏；
翼尖,uses_method,负担转角,采用,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,扭转角：对于常规的单翼构型和双翼构型飞机来说，飞机的翼尖一般均采用负担转角的设计，从而降低翼尖的升力系数，防止翼尖失速。
ACADO,used_for,支撑翼,应用于,trigger+pattern,0.830,第2章大展弦比变展长变体飞行器设计规律研究,ACADO曾应用于支撑翼布局飞机、自然层流飞机等新概念飞行器的分析和设计，并取得良好效果。
变体技术,used_for,展弦比,应用于,trigger+pattern,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,分析讨论了单-双折叠翼变体的代价及其计算方法，最后，以“全球鹰”无人机为原准机，使用多学科方法，分析了单-双折叠翼变体技术应用于大展弦比飞行器的收益代价。
变展长变体技术,used_for,展弦比,应用于,trigger+pattern+pattern,0.830,第1章绪论,第2章使用多学科总体设计方法，对变展长变体技术应用于大展弦比长航时飞行器的应用前景和设计规律展开了分析。
诱导阻力系数,depends_on,展弦比,取决于,trigger,0.820,第4章单-双折叠翼变体飞行器的气动特性研究,飞机的诱导阻力系数主要取决于展弦比和奥斯瓦尔德因子，其中展弦比为飞机的简单几何参数，如果掌握了奥斯瓦尔德因子的变化规律，即可以计算出机翼的诱导阻力，进而了解飞机的展向流动特性。
平直机翼,develops,连接翼,研发/开发,pattern,0.820,第1章绪论,大展弦比机翼可以极大地降低飞机的诱导阻力，提高飞机的升阻比，但随着展弦比的增加，机翼变得更加细长，所需要的结构重量也随之增加，同时机翼的气动弹性等结构问题也逐渐突出，为此，人们在大展弦比平直机翼的基础上进一步开发出了连接翼布局、支撑翼布局、双/多机身布局等其他布局形式，以期望突破大展弦比飞行器发展的瓶颈，获得更佳的飞行性能。
美国陆军,develops,西风,研发/开发,pattern,0.820,第1章绪论,除了“全球鹰”之外，大部分高空长航时军用飞机也都采用大展弦比平直机翼，如美国U-2高空侦察机，以色列“苍鹭”系列高空侦察机，空客公司与美国陆军联合开发的“西风”太阳能无人机等。
课题组,develops,ACADO,研发/开发,pattern,0.820,第2章大展弦比变展长变体飞行器设计规律研究,在本章中，基于课题组自主研发的ACADO多学科总体设计平台，综合分析了大展弦比飞行器气动-重量-性能的等价关系，以“全球鹰”为原准机，讨论了大展弦比变展长变体飞行器的设计规律，得出了变展长变体技术应用于大展弦比飞行器的收益边界。
通用原子,develops,前线机场,研发/开发,pattern,0.820,第1章绪论,除舰载部署之外，大展弦比长航时飞行器也面临着在前线简易机场起降的需求，美国空军将可在强对抗环境中强韧运作的前沿基地作为其装备发展的重要目标之一，美国通用原子公司为此专门研发了一种可在前线机场进行起降的长航时无人机“莫哈韦”。
固定机翼,driven_by,碳纤维,由X驱动,pattern,0.820,第8章单-双折叠翼变体飞行器的原理验证研究,在每个固定机翼的碳管中安装了由电推杆驱动的两个可移动碳纤维管，碳管的端部配备有锥形滑块。
翼台,driven_by,挂钩,由X驱动,pattern,0.820,第8章单-双折叠翼变体飞行器的原理验证研究,活动机翼和机身顶部翼台之间的固定锁定机构中，每个活动机翼内侧下表面装配有两个锥形孔，而翼台的两端配有两个由电推杆驱动的挂钩。
升力,has_part,升力线斜率,包括,pattern,0.820,第4章单-双折叠翼变体飞行器的气动特性研究,对于一个二维翼型而言，其升力曲线包括三个主要参数：升力线斜率、零升攻角、最大升力系数和其对应的失速攻角。
升力,has_part,连杆,包括,pattern,0.820,第4章单-双折叠翼变体飞行器的气动特性研究,从计算结果可看出，包含连杆的双翼构型，其升力相较于不包含连杆的构型有小幅下降，最大升力系数下降0.03左右；
