head,relation,tail,trigger,source,score,chapter,sentence
额外气动力,instance_of,气动概念,type_taxonomy,type,0.920,,
飞行包线,instance_of,概念,type_taxonomy,type,0.920,,
飞行控制,instance_of,控制方法,type_taxonomy,type,0.920,,
飞行稳定性,instance_of,性能指标,type_taxonomy,type,0.920,,
飞行试验,instance_of,技术,type_taxonomy,type,0.920,,
马赫数,instance_of,设计参数,type_taxonomy,type,0.920,,
驱动力矩,instance_of,设计参数,type_taxonomy,type,0.920,,
鲁棒性,instance_of,性能指标,type_taxonomy,type,0.920,,
鸭翼,instance_of,机翼构型,type_taxonomy,type,0.920,,
俯仰力矩变化,greater_than,机翼,远大于,trigger,0.890,第4章单-双折叠翼变体飞行器的气动特性研究,副翼偏转所产生的额外气动力有相对固定的作用中心，同时副翼偏转所引起的俯仰力矩变化远大于机翼攻角改变所引起的俯仰力矩变化，活动机翼和连杆的连接点应布置在上述作用中心所在位置。
主油箱,located_at,机身,布置于,trigger,0.890,第7章单-双折叠翼变体飞行器总体设计方法研究,油箱布置：常规飞行器的油箱通常分为机翼油箱和机身油箱两部分，以“全球鹰”为例，其主油箱布置于机身发动机的下方，两个副油箱布置于机翼中靠近翼稍的位置，在存放燃油的同时可以起到降低机翼弯矩的作用。
副油箱,located_at,机翼,布置于,trigger,0.890,第7章单-双折叠翼变体飞行器总体设计方法研究,油箱布置：常规飞行器的油箱通常分为机翼油箱和机身油箱两部分，以“全球鹰”为例，其主油箱布置于机身发动机的下方，两个副油箱布置于机翼中靠近翼稍的位置，在存放燃油的同时可以起到降低机翼弯矩的作用。
原则,used_for,上下机翼,适用于,trigger+pattern,0.890,第4章单-双折叠翼变体飞行器的气动特性研究,这一等效性原则适用于上下机翼几何尺寸相差不大，雷诺数处于自准区时的情形。
螺旋桨,located_at,机头,安装于,trigger+pattern,0.880,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机动力为1.3kw的无刷电机搭配14寸螺旋桨，安装于机头，功重比0.05，电动机使用6S锂电池供电，飞机动力采用拉式布局，电机和螺旋桨按安装在在机身前端。
摩擦阻力,reduces,气动最优展弦比,进一步降低,trigger,0.880,第2章大展弦比变展长变体飞行器设计规律研究,除此之外，高空飞行时的雷诺数较低，易于实现层流，随着层流减阻等技术的发展，高空飞行器的摩擦阻力有望进一步降低，其气动最优展弦比也将进一步增大。
变展长变体技术,develops,单-双折叠翼变体飞行器,发展和完善,trigger,0.870,第3章单-双折叠翼变体飞行器概念的发展和完善,针对现有变展长变体技术的缺陷，发展和完善了单-双折叠翼变体飞行器的新概念，这种新型飞行器使用气动力驱动变体，有效解决了现有变体技术在结构重量和空间侵占等方面代价大，难以应用于大展弦比飞行器的缺陷。
活动机翼,has_part,双翼式布局,组成,trigger+dep,0.860,第3章单-双折叠翼变体飞行器概念的发展和完善,在起降状态下，固定机翼与活动机翼组成双翼式布局，此时飞机具有较小的翼展、对起降场地要求较低、并具有较好的低空低速飞行性能；
活动机翼,has_part,大展弦比单翼布局,组成,trigger,0.860,第3章单-双折叠翼变体飞行器概念的发展和完善,在巡航状态下，固定机翼和活动机翼组成大展弦比单翼布局，此时飞机具有较好的巡航升阻比。
上机翼,located_at,下机翼前方,位于,trigger+pattern+pattern,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,1）当上机翼位于下机翼前方时，双翼的整体弯度增加，零升攻角提前；
上机翼,located_at,下机翼后方,处于,trigger+pattern,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼处于下机翼后方时，下机翼的零升攻角将大幅度提高，同时上机翼的零升攻角有小幅度的降低。
上机翼,located_at,下机翼斜前方,位于,trigger+pattern,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,通过对上下机翼处于不同相对位置时机翼的零升攻角等值线图的分析，可以得出：若将双翼作为一个整体来看，当上机翼位于下机翼斜前方时，双翼的零升攻角将提前；
上机翼,located_at,下机翼斜后方,处于,trigger+dep,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼处于下机翼斜后方时，双翼整体的零升攻角将滞后。
上机翼,located_at,下机翼正上方,处于,trigger+pattern+pattern+pattern,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,当上机翼处于下机翼正上方位置时，双翼整体的零升攻角基本保持不变；
副翼偏转,located_at,线性区,处于,trigger+dep,0.860,第4章单-双折叠翼变体飞行器的气动特性研究,研究表明，在进行副翼设计和飞行控制算法设计时，应保证变体过程中副翼偏转处于线性区；
单-双折叠翼变体飞机,located_at,单翼构型,处于,trigger,0.860,第7章单-双折叠翼变体飞行器总体设计方法研究,当单-双折叠翼变体飞机处于单翼构型时，其最大升力系数较高，对应的失速速度也较低，最小速度包线偏左；
活动机翼,located_at,内侧副翼,处于,trigger,0.860,第6章单-双折叠翼变体飞行器的结构机构设计研究,以RQ-4A为原准机的单-双折叠翼变体飞行器，若在3000m高度和400km/h速度下变体，当活动机翼处于内侧副翼偏转15度，外侧副翼偏转5度的极限偏转情形时，活动机翼的总阻力约为900N，两侧不平衡阻力产生的力矩为1150N·m，若连杆的铰链位置设置在45%弦长处，并假设活动机翼重心位于铰链处，则活动机翼产生的扭转力矩约为3200N·m，当双翼构型下，上下机翼间距取一倍平均弦长时，连杆的长度约4.5m。
活动机翼,located_at,单翼状态,处于,trigger+dep,0.860,第5章单-双折叠翼变体飞行器的动力学和控制研究,在该设计参数下，单侧活动机翼的最大阻力约为900N，当变体过程中发生失效，一侧的活动机翼处于单翼状态，一侧的活动机翼处于双翼状态时，变体带来的偏航扰动力矩最大，该最大偏航力矩约10000N·m。
活动机翼,located_at,双翼构型,处于,trigger+dep,0.860,第5章单-双折叠翼变体飞行器的动力学和控制研究,当两侧的变体极端不对称时，即一侧的活动机翼处于双翼构型，一侧的活动机翼处于单翼构型时，此不对称力矩最大。
连杆与活动机翼连接点,located_at,活动机翼,位于,trigger+pattern,0.860,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在双翼状态下为上下双翼式布局，根据第4章和第7章中的研究结论，双翼状态上下翼间距取1倍机翼平均弦长（0.3m），活动机翼（上翼）和固定机翼（下翼）间连杆长度为0.8m，连杆与活动机翼连接点位于活动机翼中心处，连杆与固定机翼连接点位于距离固定机翼外侧0.05m处。
升力,connected_to,活动机翼,和X连接,pattern,0.850,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变形过程中，随着机翼位置的变化和副翼的偏转，活动机翼的升力大小和升力中心的位置也发生改变，此时活动机翼的升力和重力在活动机翼和连杆连接处会产生扭矩。
固定机翼,connected_to,活动机翼,和X连接,pattern,0.850,第3章单-双折叠翼变体飞行器概念的发展和完善,其中，连杆与固定机翼和活动机翼之间均为铰接。
机翼,connected_to,起落架,与X连接,pattern,0.850,第7章单-双折叠翼变体飞行器总体设计方法研究,而机翼与起落架连接处的重量惩罚一般为全机最大起飞重量的0.6%左右，考虑到连杆传递的力和力矩大小只相当于全机重力的一小部分，连杆和机翼连接处的增重按全机最大重量的0.2%计算。
活动机翼,connected_to,固定机翼,与X连接,pattern,0.850,第3章单-双折叠翼变体飞行器概念的发展和完善,在从双翼构型到单翼构型的变体过程中，两个活动机翼首先与机身解除固定，随后向上向外运动，带动连杆向外旋转，直到活动机翼与固定机翼端面对接，活动机翼与固定机翼通过相应的固定锁定机构固连在一起，最终成为一架大展弦比单翼机；
活动机翼,connected_to,机身,与X连接,pattern,0.850,第3章单-双折叠翼变体飞行器概念的发展和完善,在从单翼构型到双翼构型的变体过程中，两个活动机翼首先与固定机翼解除固定，随后两个活动机翼向上向内运动，带动连杆向内旋转，直到活动机翼与机身对应的机构对接，平行地固定在活动机翼上方，形成一架上下双翼式布局的飞机。
活动机翼,connected_to,连杆,和X连接,pattern,0.850,第4章单-双折叠翼变体飞行器的气动特性研究,副翼偏转所产生的额外气动力有相对固定的作用中心，同时副翼偏转所引起的俯仰力矩变化远大于机翼攻角改变所引起的俯仰力矩变化，活动机翼和连杆的连接点应布置在上述作用中心所在位置。
翼尖,connected_to,机翼,与X连接,pattern,0.850,第1章绪论,折叠翼尖的典型代表是1964年首飞的XB-70轰炸机，XB-70采用了大三角翼的设计，其翼尖与主机翼之间以铰链连接，在高速飞行时XB-70的翼尖可以向下折叠，一方面破坏掉部分升力，有利于超声速配平，另一方面也起到垂直安定面的作用。
连杆,connected_to,固定机翼,与X连接,pattern,0.850,第7章单-双折叠翼变体飞行器总体设计方法研究,在满足上述几何关系的情况下，连杆可以平行布置在双翼间的任意位置，考虑到飞行控制的需求，连杆与活动机翼的连接点应尽量布置在活动机翼的升力中心或重心处，在此基础上根据杆长确定可以确定连杆与固定机翼的连接点。
连杆,connected_to,机翼,和X连接,pattern,0.850,第4章单-双折叠翼变体飞行器的气动特性研究,总的来看，连杆对于机翼升力的影响较小，对于机翼阻力的影响主要来自于连杆和机翼连接处的流动分离，在机翼外形设计中应采取一定整流手段给予消除。
连杆,connected_to,活动机翼,与X连接,pattern,0.850,第4章单-双折叠翼变体飞行器的气动特性研究,据此，若连杆与活动机翼的连接处位于45%弦长左右位置，可以最大程度的减少变体过程中连杆的受力。
最大升力系数,improves,双翼构型,增强,trigger+dep,0.850,第7章单-双折叠翼变体飞行器总体设计方法研究,提高双翼构型的最大升力系数，增强双翼构型的起降性能；
展开变体,verifies,单-双折叠翼变体,验证,trigger,0.850,第8章单-双折叠翼变体飞行器的原理验证研究,单-双折叠翼变体原理验证机设计需求为：在满足一般大展弦比长航飞行器设计约束的条件下，实现原理样机在飞行中的气动力驱动自主折叠/展开变体，验证单-双折叠翼变体概念的合理性和可行性，检验单-双折叠翼变体飞行器设计方法研究中所形成的设计规律和设计方法。
变体,affects,航程,影响,dep,0.830,第2章大展弦比变展长变体飞行器设计规律研究,变体机构对于飞机油箱的侵占也同样会影响飞机的航程，当变体机构侵占2000L油箱时，其航程损失与变体机构增重10%时的效果相当。
活动机翼,affects,变体过程中,影响,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,在整个变体过程中，活动机翼的攻角变化会使活动机翼的升力发生较大变化，进而影响变体过程中的飞行控制，如果攻角总改变量过于剧烈，则有可能造成变体过程的失控。
流场结构,affects,机翼,影响,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,在双翼构型中，上下机翼之间的流场会相互干扰，当两个机翼的相对位置变化时，双翼间的流场结构也随之改变，进而影响机翼的气动性能。
活动机翼,causes,变体过程,造成,dep,0.830,第6章单-双折叠翼变体飞行器的结构机构设计研究,在整个变体过程中，活动机翼的攻角变化会使活动机翼的升力发生较大变化，进而影响变体过程中的飞行控制，如果攻角总改变量过于剧烈，则有可能造成变体过程的失控。
活动机翼,causes,额外俯仰力矩,造成,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,在变体过程中，活动机翼的阻力会对飞机造成额外的俯仰力矩，当两个活动机翼均处于最高点时，即两侧的公转角度均为90度时，该俯仰力矩最大。
活动机翼固定,causes,失速,导致,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,在正常飞行过程中，飞机的活动机翼和固定机翼均提供升力，在变体过程中，通过副翼的偏转，活动机翼的升力与自身的重力基本抵消，需要通过增加固定机翼的升力来补偿副翼偏转带来的升力损失，以保证飞行的稳定，这需要机翼的升力和副翼的舵效有足够的余量，否则可能会导致失速。
ACADO,combines_with,半经验方法,结合,dep,0.830,第2章大展弦比变展长变体飞行器设计规律研究,在气动模块，ACADO集成了friction、idrag等快速气动计算程序计算飞机的升力、摩擦阻力和诱导阻力，并结合一些半经验方法预测升力、各项阻力以及动导数。
副翼,controls,活动机翼,控制,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,两段副翼在向上或向下偏转的同时，还会产生一定量的差动，使活动机翼产生滚转力矩，从而控制活动机翼的姿态；
副翼差动,controls,机翼,控制,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,从控制方程中不难发现，两侧副翼的共同上偏或下偏可以控制机翼的公转，同时两侧副翼的差动偏转可以控制机翼的自转。
原理验证机,controls,解耦控制策略,控制,dep,0.830,第8章单-双折叠翼变体飞行器的原理验证研究,根据第6章中的研究结论，原理验证机使用了变体控制与机身控制解耦的控制策略，并构建了6+2+2控制系统。
变体,controls,失效安全性,控制,dep,0.830,第9章总结与展望,（3）在原理验证机的试飞过程中，飞机的变体表现出了较强的控制鲁棒性和失效安全性，但距离型号应用还有一定差距，在后续研究中，需要进一步完善和细化飞机的空气动力学模型和飞行动力学模型，对飞机的动力学特性展开更为详细的研究，根据飞机的动力学模型，开展单-双折叠翼变体的飞行控制研究。
奥斯瓦尔德因子,depends_on,机翼,取决于,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,对于大展弦比平直机翼来说，其奥斯瓦尔德因子主要取决于机翼的梢根比。
滚转扰动力矩,depends_on,连杆,取决于,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,变体产生的滚转扰动力矩情况较为复杂，该扰动力矩主要取决于连杆的拉力，而连杆的拉力又要取决于变体过程中活动机翼的升力，如果对活动机翼的升力控制足够精准，则连杆的拉力可以控制在较小的水平。
连杆,depends_on,变体过程中,取决于,dep,0.830,第5章单-双折叠翼变体飞行器的动力学和控制研究,变体产生的滚转扰动力矩情况较为复杂，该扰动力矩主要取决于连杆的拉力，而连杆的拉力又要取决于变体过程中活动机翼的升力，如果对活动机翼的升力控制足够精准，则连杆的拉力可以控制在较小的水平。
连杆长度,depends_on,机翼,取决于,dep,0.830,第7章单-双折叠翼变体飞行器总体设计方法研究,其中连杆的长度主要取决于机翼的展长和上下机翼的距离。
普朗特,develops,升力计算方法,发展,dep,0.830,第4章单-双折叠翼变体飞行器的气动特性研究,上世纪二三十年代起，普朗特、芒克等人根据早期的薄翼理论和升力线理论，建立了一般性的双翼气动理论，发展了双翼布局的升力计算方法和诱导阻力计算方法。
变体飞行器,drives,变体,驱动,dep,0.830,第3章单-双折叠翼变体飞行器概念的发展和完善,传统的变体飞行器，一般采用作动器直接驱动变体，即由作动器直接产生力和力矩驱动变体机构，但是这种驱动方式对作动器的要求较大，尤其是对于大型飞机而言，随着飞机重量、飞行速度和机翼尺寸的增加，变体所需要的力矩迅速增大，使得在飞机上安装相应的作动器变得异常困难。
